T[°C],G [W/m2],Tr. 1,Tr. 2,Tr. 3,Tr. 4,Tr. 5,Tr. 6,Tr. 7,Tr. 8,Tr. 9,Tr. 10,Tr. 11,Tr. 12,Tr. 13,Tr. 14,Tr. 15,Tr. 16,Tr. 17,Tr. 18,Tr. 19,Tr. 20,Tr. 21,Tr. 22,Tr. 23,Tr. 24,Tr. 25,Tr. 26,Tr. 27,Tr. 28,Tr. 29,Tr. 30,Tr. 31,Tr. 32,Tr. 33,Tr. 34,Tr. 35,Tr. 36,Tr. 37,Tr. 38,Tr. 39,Tr. 40,Tr. 41,Tr. 42,Feeder #2,Feeder #3,Feeder #1
29.4,0.0,0.0066176,0.0264704,0.0264704,0.0066176,0.016544,0.0066176,0.033088,0.019852799999999997,0.0066176,0.0132352,0.014558719999999999,0.0066176,0.0066176,0.033088,0.0066176,0.0066176,0.033088,0.0066176,0.0066176,0.0066176,0.033088,0.0066176,0.0066176,0.01124992,0.0132352,0.019852799999999997,0.0066176,0.019852799999999997,0.021838080000000003,0.02448512,0.009926399999999998,0.0066176,0.0264704,0.033088,0.0066176,0.0132352,0.02051456,0.019852799999999997,0.0264704,0.0132352,0.0132352,0.019852799999999997,1.043712,0.854528,0.66176
28.8,0.0,0.0064108,0.0256432,0.0256432,0.0064108,0.016027,0.0064108,0.032054,0.019232399999999997,0.0064108,0.0128216,0.01410376,0.0064108,0.0064108,0.032054,0.0064108,0.0064108,0.032054,0.0064108,0.0064108,0.0064108,0.032054,0.0064108,0.0064108,0.010898360000000001,0.0128216,0.019232399999999997,0.0064108,0.019232399999999997,0.02115564,0.023719960000000002,0.009616199999999998,0.0064108,0.0256432,0.032054,0.0064108,0.0128216,0.019873480000000002,0.019232399999999997,0.0256432,0.0128216,0.0128216,0.019232399999999997,1.011096,0.827824,0.6410799999999999
28.19,0.0,0.0062039999999999994,0.024815999999999998,0.024815999999999998,0.0062039999999999994,0.01551,0.0062039999999999994,0.03102,0.018611999999999997,0.0062039999999999994,0.012407999999999999,0.013648799999999999,0.0062039999999999994,0.0062039999999999994,0.03102,0.0062039999999999994,0.0062039999999999994,0.03102,0.0062039999999999994,0.0062039999999999994,0.0062039999999999994,0.03102,0.0062039999999999994,0.0062039999999999994,0.010546799999999999,0.012407999999999999,0.018611999999999997,0.0062039999999999994,0.018611999999999997,0.020473199999999997,0.022954799999999997,0.009305999999999998,0.0062039999999999994,0.024815999999999998,0.03102,0.0062039999999999994,0.012407999999999999,0.019232399999999997,0.018611999999999997,0.024815999999999998,0.012407999999999999,0.012407999999999999,0.018611999999999997,0.97848,0.8011199999999999,0.6203999999999996
27.74,0.0,0.00624536,0.02498144,0.02498144,0.00624536,0.015613400000000001,0.00624536,0.031226800000000002,0.018736080000000002,0.00624536,0.01249072,0.013739791999999999,0.00624536,0.00624536,0.031226800000000002,0.00624536,0.00624536,0.031226800000000002,0.00624536,0.00624536,0.00624536,0.031226800000000002,0.00624536,0.00624536,0.010617112,0.01249072,0.018736080000000002,0.00624536,0.018736080000000002,0.020609687999999998,0.023107832,0.009368040000000001,0.00624536,0.02498144,0.031226800000000002,0.00624536,0.01249072,0.019360616,0.018736080000000002,0.02498144,0.01249072,0.01249072,0.018736080000000002,0.9850032,0.8064608,0.624536
27.33,0.0,0.00622468,0.02489872,0.02489872,0.00622468,0.0155617,0.00622468,0.0311234,0.018674040000000003,0.00622468,0.01244936,0.013694296,0.00622468,0.00622468,0.0311234,0.00622468,0.00622468,0.0311234,0.00622468,0.00622468,0.00622468,0.0311234,0.00622468,0.00622468,0.010581956,0.01244936,0.018674040000000003,0.00622468,0.018674040000000003,0.020541444,0.023031316,0.009337020000000001,0.00622468,0.02489872,0.0311234,0.00622468,0.01244936,0.019296508,0.018674040000000003,0.02489872,0.01244936,0.01244936,0.018674040000000003,0.9817416,0.8037903999999999,0.622468
26.84,0.0,0.0062039999999999994,0.024815999999999998,0.024815999999999998,0.0062039999999999994,0.01551,0.0062039999999999994,0.03102,0.018611999999999997,0.0062039999999999994,0.012407999999999999,0.013648799999999999,0.0062039999999999994,0.0062039999999999994,0.03102,0.0062039999999999994,0.0062039999999999994,0.03102,0.0062039999999999994,0.0062039999999999994,0.0062039999999999994,0.03102,0.0062039999999999994,0.0062039999999999994,0.010546799999999999,0.012407999999999999,0.018611999999999997,0.0062039999999999994,0.018611999999999997,0.020473199999999997,0.022954799999999997,0.009305999999999998,0.0062039999999999994,0.024815999999999998,0.03102,0.0062039999999999994,0.012407999999999999,0.019232399999999997,0.018611999999999997,0.024815999999999998,0.012407999999999999,0.012407999999999999,0.018611999999999997,0.97848,0.8011199999999999,0.6203999999999996
26.4,0.0,0.0066176,0.0264704,0.0264704,0.0066176,0.016544,0.0066176,0.033088,0.019852799999999997,0.0066176,0.0132352,0.014558719999999999,0.0066176,0.0066176,0.033088,0.0066176,0.0066176,0.033088,0.0066176,0.0066176,0.0066176,0.033088,0.0066176,0.0066176,0.01124992,0.0132352,0.019852799999999997,0.0066176,0.019852799999999997,0.021838080000000003,0.02448512,0.009926399999999998,0.0066176,0.0264704,0.033088,0.0066176,0.0132352,0.02051456,0.019852799999999997,0.0264704,0.0132352,0.0132352,0.019852799999999997,1.043712,0.854528,0.66176
27.51,124.83,0.008065200000000002,0.032260800000000006,0.032260800000000006,0.008065200000000002,0.020163,0.008065200000000002,0.040326,0.024195599999999998,0.008065200000000002,0.016130400000000003,0.01774344,0.008065200000000002,0.008065200000000002,0.040326,0.008065200000000002,0.008065200000000002,0.040326,0.008065200000000002,0.008065200000000002,0.008065200000000002,0.040326,0.008065200000000002,0.008065200000000002,0.013710839999999998,0.016130400000000003,0.024195599999999998,0.008065200000000002,0.024195599999999998,0.02661516,0.029841239999999998,0.012097799999999999,0.008065200000000002,0.032260800000000006,0.040326,0.008065200000000002,0.016130400000000003,0.025002120000000003,0.024195599999999998,0.032260800000000006,0.016130400000000003,0.016130400000000003,0.024195599999999998,1.2720239999999998,1.041456,0.8065199999999997
29.72,359.4,0.0072380000000000005,0.028952000000000002,0.028952000000000002,0.0072380000000000005,0.018095,0.0072380000000000005,0.03619,0.021713999999999997,0.0072380000000000005,0.014476000000000001,0.0159236,0.0072380000000000005,0.0072380000000000005,0.03619,0.0072380000000000005,0.0072380000000000005,0.03619,0.0072380000000000005,0.0072380000000000005,0.0072380000000000005,0.03619,0.0072380000000000005,0.0072380000000000005,0.0123046,0.014476000000000001,0.021713999999999997,0.0072380000000000005,0.021713999999999997,0.0238854,0.026780599999999998,0.010856999999999999,0.0072380000000000005,0.028952000000000002,0.03619,0.0072380000000000005,0.014476000000000001,0.0224378,0.021713999999999997,0.028952000000000002,0.014476000000000001,0.014476000000000001,0.021713999999999997,1.14156,0.93464,0.7238000000000002
32.26,602.65,0.00818928,0.03275712,0.03275712,0.00818928,0.020473199999999997,0.00818928,0.040946399999999994,0.02456784,0.00818928,0.01637856,0.018016416,0.00818928,0.00818928,0.040946399999999994,0.00818928,0.00818928,0.040946399999999994,0.00818928,0.00818928,0.00818928,0.040946399999999994,0.00818928,0.00818928,0.013921776,0.01637856,0.02456784,0.00818928,0.02456784,0.027024624,0.030300336,0.01228392,0.00818928,0.03275712,0.040946399999999994,0.00818928,0.01637856,0.025386768,0.02456784,0.03275712,0.01637856,0.01637856,0.02456784,1.2915936,1.0574784,0.8189280000000002
34.77,802.98,0.0081686,0.0326744,0.0326744,0.0081686,0.020421500000000002,0.0081686,0.040843000000000004,0.0245058,0.0081686,0.0163372,0.017970919999999998,0.0081686,0.0081686,0.040843000000000004,0.0081686,0.0081686,0.040843000000000004,0.0081686,0.0081686,0.0081686,0.040843000000000004,0.0081686,0.0081686,0.01388662,0.0163372,0.0245058,0.0081686,0.0245058,0.02695638,0.03022382,0.0122529,0.0081686,0.0326744,0.040843000000000004,0.0081686,0.0163372,0.02532266,0.0245058,0.0326744,0.0163372,0.0163372,0.0245058,1.288332,1.054808,0.8168600000000005
36.76,935.85,0.0095128,0.0380512,0.0380512,0.0095128,0.023782,0.0095128,0.047564,0.0285384,0.0095128,0.0190256,0.020928159999999998,0.0095128,0.0095128,0.047564,0.0095128,0.0095128,0.047564,0.0095128,0.0095128,0.0095128,0.047564,0.0095128,0.0095128,0.01617176,0.0190256,0.0285384,0.0095128,0.0285384,0.03139224,0.035197360000000004,0.0142692,0.0095128,0.0380512,0.047564,0.0095128,0.0190256,0.02948968,0.0285384,0.0380512,0.0190256,0.0190256,0.0285384,1.5003360000000001,1.228384,0.9512799999999993
38.12,978.58,0.01034,0.04136,0.04136,0.01034,0.02585,0.01034,0.0517,0.03102,0.01034,0.02068,0.022748,0.01034,0.01034,0.0517,0.01034,0.01034,0.0517,0.01034,0.01034,0.01034,0.0517,0.01034,0.01034,0.017578,0.02068,0.03102,0.01034,0.03102,0.034122,0.038258,0.01551,0.01034,0.04136,0.0517,0.01034,0.02068,0.032054,0.03102,0.04136,0.02068,0.02068,0.03102,1.6308,1.3352000000000002,1.0340000000000003
38.91,955.73,0.0122012,0.0488048,0.0488048,0.0122012,0.030503,0.0122012,0.061006,0.0366036,0.0122012,0.0244024,0.02684264,0.0122012,0.0122012,0.061006,0.0122012,0.0122012,0.061006,0.0122012,0.0122012,0.0122012,0.061006,0.0122012,0.0122012,0.02074204,0.0244024,0.0366036,0.0122012,0.0366036,0.040263959999999994,0.04514444,0.0183018,0.0122012,0.0488048,0.061006,0.0122012,0.0244024,0.03782372,0.0366036,0.0488048,0.0244024,0.0244024,0.0366036,1.924344,1.5755360000000003,1.2201200000000005
38.99,852.92,0.0119944,0.0479776,0.0479776,0.0119944,0.029986000000000002,0.0119944,0.059972000000000004,0.0359832,0.0119944,0.0239888,0.02638768,0.0119944,0.0119944,0.059972000000000004,0.0119944,0.0119944,0.059972000000000004,0.0119944,0.0119944,0.0119944,0.059972000000000004,0.0119944,0.0119944,0.02039048,0.0239888,0.0359832,0.0119944,0.0359832,0.039581519999999995,0.04437928,0.0179916,0.0119944,0.0479776,0.059972000000000004,0.0119944,0.0239888,0.037182639999999996,0.0359832,0.0479776,0.0239888,0.0239888,0.0359832,1.891728,1.5488320000000002,1.1994399999999998
38.76,678.62,0.01141536,0.04566144,0.04566144,0.01141536,0.0285384,0.01141536,0.0570768,0.03424608,0.01141536,0.02283072,0.025113792,0.01141536,0.01141536,0.0570768,0.01141536,0.01141536,0.0570768,0.01141536,0.01141536,0.01141536,0.0570768,0.01141536,0.01141536,0.019406112,0.02283072,0.03424608,0.01141536,0.03424608,0.037670688,0.042236832,0.01712304,0.01141536,0.04566144,0.0570768,0.01141536,0.02283072,0.035387616000000004,0.03424608,0.04566144,0.02283072,0.02283072,0.03424608,1.8004031999999999,1.4740607999999997,1.1415359999999994
37.94,451.48,0.010546799999999999,0.042187199999999994,0.042187199999999994,0.010546799999999999,0.026367,0.010546799999999999,0.052734,0.0316404,0.010546799999999999,0.021093599999999997,0.02320296,0.010546799999999999,0.010546799999999999,0.052734,0.010546799999999999,0.010546799999999999,0.052734,0.010546799999999999,0.010546799999999999,0.010546799999999999,0.052734,0.010546799999999999,0.010546799999999999,0.017929559999999997,0.021093599999999997,0.0316404,0.010546799999999999,0.0316404,0.03480444,0.039023159999999994,0.0158202,0.010546799999999999,0.042187199999999994,0.052734,0.010546799999999999,0.021093599999999997,0.032695079999999994,0.0316404,0.042187199999999994,0.021093599999999997,0.021093599999999997,0.0316404,1.663416,1.3619039999999998,1.0546799999999998
