T[°C],G [W/m2],Tr. 1,Tr. 2,Tr. 3,Tr. 4,Tr. 5,Tr. 6,Tr. 7,Tr. 8,Tr. 9,Tr. 10,Tr. 11,Tr. 12,Tr. 13,Tr. 14,Tr. 15,Tr. 16,Tr. 17,Tr. 18,Tr. 19,Tr. 20,Tr. 21,Tr. 22,Tr. 23,Tr. 24,Tr. 25,Tr. 26,Tr. 27,Tr. 28,Tr. 29,Tr. 30,Tr. 31,Tr. 32,Tr. 33,Tr. 34,Tr. 35,Tr. 36,Tr. 37,Tr. 38,Tr. 39,Tr. 40,Tr. 41,Tr. 42,Feeder #2,Feeder #3,prob
25.041698977555104,-5.684341886080801e-13,0.001521872480012773,1.2000684188786756e-05,0.03398765200610585,0.008496913001526451,0.021242282503816157,0.008496913001526451,0.04248456500763232,0.025490739004579384,0.008496913001526451,0.01699382600305292,0.018693208603358206,0.008496913001526451,0.008496913001526451,0.04248456500763232,0.008496913001526451,0.008496913001526451,0.04248456500763232,0.008496913001526451,0.008496913001526451,0.008496913001526451,0.04248456500763232,0.008496913001526451,0.008496913001526451,0.014444752102594986,0.01699382600305292,0.025490739004579384,0.008496913001526451,0.025490739004579384,0.028039812905037327,0.03143857810564792,0.012745369502289683,0.008496913001526451,0.03398765200610585,0.04248456500763232,0.008496913001526451,0.01699382600305292,0.026340430304732036,0.025490739004579384,0.03398765200610585,0.01699382600305292,0.01699382600305292,0.025490739004579384,1.5218724800127903,0.01200068418878708,0.22836005735888412
28.99109017126456,893.8867689706888,0.001808492374758907,1.4260817599599015e-05,0.04038867270172703,0.010097168175431746,0.025242920438579397,0.010097168175431746,0.0504858408771588,0.03029150452629527,0.010097168175431746,0.02019433635086351,0.022213769985949858,0.010097168175431746,0.010097168175431746,0.0504858408771588,0.010097168175431746,0.010097168175431746,0.0504858408771588,0.010097168175431746,0.010097168175431746,0.010097168175431746,0.0504858408771588,0.010097168175431746,0.010097168175431746,0.017165185898233987,0.02019433635086351,0.03029150452629527,0.010097168175431746,0.03029150452629527,0.03332065497892481,0.03735952224909751,0.015145752263147627,0.010097168175431746,0.04038867270172703,0.0504858408771588,0.010097168175431746,0.02019433635086351,0.03130122134383845,0.03029150452629527,0.04038867270172703,0.02019433635086351,0.02019433635086351,0.03029150452629527,1.8084923747589219,0.014260817599598297,0.03741363577108591
25.544154288370713,372.3398211402516,0.001663524512154776,0.0013619928431622972,0.04218995206200772,0.010547488015501916,0.026368720038754824,0.010547488015501916,0.05273744007750967,0.03164246404650578,0.010547488015501916,0.021094976031003854,0.023204473634104238,0.010547488015501916,0.010547488015501916,0.05273744007750967,0.010547488015501916,0.010547488015501916,0.05273744007750967,0.010547488015501916,0.010547488015501916,0.010547488015501916,0.05273744007750967,0.010547488015501916,0.010547488015501916,0.017930729626353278,0.021094976031003854,0.03164246404650578,0.010547488015501916,0.03164246404650578,0.034806710451156374,0.03902570565735715,0.015821232023252873,0.010547488015501916,0.04218995206200772,0.05273744007750967,0.010547488015501916,0.021094976031003854,0.03269721284805598,0.03164246404650578,0.04218995206200772,0.021094976031003854,0.021094976031003854,0.03164246404650578,1.6635245121547908,1.3619928431623118,0.020271151088515186
26.78728171209844,123.95621033230807,0.0015872644150772852,0.0012995557070218289,0.040255859828058106,0.010063964957014513,0.025159912392536312,0.010063964957014513,0.050319824785072645,0.030191894871043564,0.010063964957014513,0.020127929914029043,0.022140722905431946,0.010063964957014513,0.010063964957014513,0.050319824785072645,0.010063964957014513,0.010063964957014513,0.050319824785072645,0.010063964957014513,0.010063964957014513,0.010063964957014513,0.050319824785072645,0.010063964957014513,0.010063964957014513,0.017108740426924687,0.020127929914029043,0.030191894871043564,0.010063964957014513,0.030191894871043564,0.03321108435814794,0.03723667034095375,0.015095947435521766,0.010063964957014513,0.040255859828058106,0.050319824785072645,0.010063964957014513,0.020127929914029043,0.031198291366745033,0.030191894871043564,0.040255859828058106,0.020127929914029043,0.020127929914029043,0.030191894871043564,1.5872644150773008,1.299555707021843,0.02395385217051232
25.252742167157297,17.842644928479956,0.0016202239328011669,1.2776231903808047e-05,0.03618411392756643,0.009046028481891595,0.022615071204729015,0.009046028481891595,0.045230142409458045,0.027138085445674816,0.009046028481891595,0.018092056963783205,0.019901262660161526,0.009046028481891595,0.009046028481891595,0.045230142409458045,0.009046028481891595,0.009046028481891595,0.045230142409458045,0.009046028481891595,0.009046028481891595,0.009046028481891595,0.045230142409458045,0.009046028481891595,0.009046028481891595,0.015378248419215732,0.018092056963783205,0.027138085445674816,0.009046028481891595,0.027138085445674816,0.029851893990242302,0.03347030538299896,0.013569042722837401,0.009046028481891595,0.03618411392756643,0.045230142409458045,0.009046028481891595,0.018092056963783205,0.028042688293863985,0.027138085445674816,0.03618411392756643,0.018092056963783205,0.018092056963783205,0.027138085445674816,1.6202239328011832,0.012776231903808055,0.03791878503454569
29.683720427085724,727.9950461336264,0.0020013688306915333,0.0016385992535806657,0.050758287243930805,0.012689571810982686,0.03172392952745675,0.012689571810982686,0.06344785905491353,0.03806871543294809,0.012689571810982686,0.025379143621965392,0.027917057984161938,0.012689571810982686,0.012689571810982686,0.06344785905491353,0.012689571810982686,0.012689571810982686,0.06344785905491353,0.012689571810982686,0.012689571810982686,0.012689571810982686,0.06344785905491353,0.012689571810982686,0.012689571810982686,0.021572272078670584,0.025379143621965392,0.03806871543294809,0.012689571810982686,0.03806871543294809,0.04187558697624292,0.046951415700636,0.019034357716474028,0.012689571810982686,0.050758287243930805,0.06344785905491353,0.012689571810982686,0.025379143621965392,0.03933767261404637,0.03806871543294809,0.050758287243930805,0.025379143621965392,0.025379143621965392,0.03806871543294809,2.001368830691545,1.6385992535806824,0.043149524181984096
29.428560388426344,389.21827926378626,0.0017137193299735416,0.0014030893116143478,0.043462982271097794,0.010865745567774435,0.027164363919436118,0.010865745567774435,0.05432872783887226,0.03259723670332333,0.010865745567774435,0.021731491135548887,0.023904640249103777,0.010865745567774435,0.010865745567774435,0.05432872783887226,0.010865745567774435,0.010865745567774435,0.05432872783887226,0.010865745567774435,0.010865745567774435,0.010865745567774435,0.05432872783887226,0.010865745567774435,0.010865745567774435,0.018471767465216556,0.021731491135548887,0.03259723670332333,0.010865745567774435,0.03259723670332333,0.035856960373655676,0.040203258600765464,0.01629861835166165,0.010865745567774435,0.043462982271097794,0.05432872783887226,0.010865745567774435,0.021731491135548887,0.03368381126010079,0.03259723670332333,0.043462982271097794,0.021731491135548887,0.021731491135548887,0.03259723670332333,1.713719329973556,1.4030893116143628,0.017289140920349368
28.49900298707225,103.92976212707072,0.0009503790615325274,7.494188328429274e-06,0.021224611944481855,0.0053061529861204515,0.013265382465301147,0.0053061529861204515,0.026530764930602302,0.01591845895836138,0.0053061529861204515,0.010612305972240919,0.011673536569464994,0.0053061529861204515,0.0053061529861204515,0.026530764930602302,0.0053061529861204515,0.0053061529861204515,0.026530764930602302,0.0053061529861204515,0.0053061529861204515,0.0053061529861204515,0.026530764930602302,0.0053061529861204515,0.0053061529861204515,0.009020460076404786,0.010612305972240919,0.01591845895836138,0.0053061529861204515,0.01591845895836138,0.017510304854197516,0.01963276604864572,0.00795922947918068,0.0053061529861204515,0.021224611944481855,0.026530764930602302,0.0053061529861204515,0.010612305972240919,0.016449074256973437,0.01591845895836138,0.021224611944481855,0.010612305972240919,0.010612305972240919,0.01591845895836138,0.9503790615325488,0.007494188328431628,0.006681006387693912
29.401419505868514,887.5323805872981,0.0016023585929589746,0.0013119139031878967,0.04063867513170456,0.010159668782926125,0.025399171957315347,0.010159668782926125,0.050798343914630714,0.030479006348778405,0.010159668782926125,0.02031933756585227,0.022351271322437496,0.010159668782926125,0.010159668782926125,0.050798343914630714,0.010159668782926125,0.010159668782926125,0.050798343914630714,0.010159668782926125,0.010159668782926125,0.010159668782926125,0.050798343914630714,0.010159668782926125,0.010159668782926125,0.01727143693097443,0.02031933756585227,0.030479006348778405,0.010159668782926125,0.030479006348778405,0.03352690698365626,0.03759077449682672,0.015239503174389187,0.010159668782926125,0.04063867513170456,0.050798343914630714,0.010159668782926125,0.02031933756585227,0.03149497322707103,0.030479006348778405,0.04063867513170456,0.02031933756585227,0.02031933756585227,0.030479006348778405,1.6023585929589899,1.3119139031879112,0.026870681788554295
31.50561787799123,204.4030851445616,0.0023497539295140504,0.0019238358147456141,0.05959395543579926,0.014898488858949802,0.037246222147374546,0.014898488858949802,0.07449244429474912,0.04469546657684943,0.014898488858949802,0.029796977717899624,0.0327766754896896,0.014898488858949802,0.014898488858949802,0.07449244429474912,0.014898488858949802,0.014898488858949802,0.07449244429474912,0.014898488858949802,0.014898488858949802,0.014898488858949802,0.07449244429474912,0.014898488858949802,0.014898488858949802,0.02532743106021468,0.029796977717899624,0.04469546657684943,0.014898488858949802,0.04469546657684943,0.04916501323453441,0.05512440877811432,0.022347733288424702,0.014898488858949802,0.05959395543579926,0.07449244429474912,0.014898488858949802,0.029796977717899624,0.04618531546274443,0.04469546657684943,0.05959395543579926,0.029796977717899624,0.029796977717899624,0.04469546657684943,2.3497539295140593,1.9238358147456323,0.006876548038065441
